Review_ID,Text,Dominant_Topic,Top_Keywords
413,latest updat make swordsman compel viveport swordsman control precis gameplay mechan deep vent ton frustrat stab poor foot soldier royal dagger sinc swordsman armor updat plate ornament function enemi armor improv even untuck tail poor slav shirt flap breez one get impal even swordsman hors camel distractingli well read morerend said swordsman isnt horsegirl swordsman hard vr learn plateau sweat boss fight persist stat bonu much appreci featur ps search duckduckgo duel scar learn rich tradit face stab im say swordsman histor accur plausibl feel truthi,11,"portray, primarili, kread, rariti, around, nice, rid, soundtrack, preset, tedious"
414,ive tri lot sword fight vr game far best one yet think good get sword fight vr current,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
415,realli fun play howev would interest fight differ style sword play right seem differ subtli hesit tri,32,"batman, acer, stegosauru, moreour, paid, period, bold, gave, two, terrif"
416,easi short super fun,34,"resourc, lo, command, almost, bone, grindi, burger, exit, exe, shadow"
417,pretti nice hit swordman yesterday shock find remov cap amount upgrad make charact cap stat mod time instead still seem earli swing sword still feel weird extent end stab often sinc half stab connect damag rest slide around npc bare damag lot read morefight npc doesnt helm face cover held sword walk right face tri armor physic hmm someth still seem determin weapon damag npc jtunn oof way move away creepi whole bodi rubberband around move quickli time move hed put head right chest swing air behind back sometim clip bottom sword massiv damag fight walk backward nonstop could actual parri blow choos sword gargantua think id lean toward sword gargantua sinc weapon feel like work often like sword gargantua think event surpass sword gargantua look date review your futur thing like improv futur folk,24,"stream, ride, wannab, cute, mhz, cgi, yall, ai, upper, promis"
418,good updat behind viveport,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
419,definit need improv well done find easi progress could simpli stab face especi goe right helmet like butter there logic behind dismemb would also nice touch guess kid oh wait say give blade sorceri offer much still enjoy one kick,35,"moref, minigolf, tweak, pitfal, winki, builder, absurd, right, bounc, level"
420,worst ive ever play past rd level everi campaign get hit everi enemi collis terribl hit attack parri shit attempt make,13,"craft, gamplay, hit, surround, chest, sprint, stop, hyper, spoilershint, noninteract"
421,press play doesnt even work tri reair still noth,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
422,cant select player cant play,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
423,experi fun brilliant graphic found great tool teach look assess ship time make fun,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
424,educ narr realli see made fun ask play role locat certain item time limit long hope add project later date enjoy thank much,0,"simplic, youread, score, worth, teh, suitabl, skywrit, cosmet, buy, freeli"
425,need time solv hard find issu wrong ship luckili doesnt imped progress suck git gud ship surveyor age,23,"usb, aswel, insight, promiss, worthi, recapthca, realworld, million, thiev, couldnt"
426,simpl intut made great time action wonder cheer make,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
427,great shoot experi,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
428,one best shoot simul play far viveport hope get hand stuff game studio cheer,9,"wo, stuck, slowpac, holobal, contact, close, difficult, mored, bang, antiviru"
429,simpl though okay expect someth,6,"lightn, impress, exactli, channel, romp, problem, underwhelm, ss, commun, twilight"
430,work found gun handl realli weird gun quit forward rotat make hard shoot feel unload clip also quit danc gun would better fix gun play bit fix end level balloon shot sometim end level,26,"fairli, goofi, ich, knive, comput, ther, kitchen, placement, instal, vocal"
431,style exactli see pictur level timer call specif color shot though doesnt seem matter long shoot enough time frame howev dont jump gun shoot anyth till level music start wont count thing decent sight seem pretti accur everyth els gener poorli narrat done second levelread curiou see level like someth like balloon second fail partli reload weird magazin doesnt alway drop like slow graviti grab gun realli small point grab would sore upset didnt get free infin subscript,45,"vast, email, corrupt, utterli, uncontrol, sensit, manag, deal, sincer, seper"
432,heard guy need someth catch user attent long ago gem,17,"moreon, unrealist, turret, smoke, stream, suffer, underr, blah, encourag, ago"
433,decent music rhythm similar ohshap powerbeat rather musicbas like game environ base dodg pipe instead music hamper replay make engag stori mode wouldnt clarifi stori beauti futurist citi set hand best mode albeit replay valu imo vpl obstacl cours basic pretens stori element varietread morey sceneri depend level collect orb use match color hand point orb often high sometim far away caus fall track head move second level tri felt like memor level rather obstacl cours die bull appear nowher alright,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
434,good littl learn basic parkour move vr,18,"wanna, consist, utterli, drop, intut, end, monthli, fireproof, weight, fatal"
435,die repeatedli hit shin dumpster clearli foot away,4,"moreil, nois, function, emul, she, promot, temp, grafic, gori, unclimb"
436,made sick,41,"viread, irrit, trojan, appl, ever, unfortunatelli, suitabl, jai, skirt, encount"
437,hell turn second later view turn keep spin beyond turn move forward everyth slowli move away barf second enjoy motion sick andor vertigo otherwis stay away youv warn,13,"craft, gamplay, hit, surround, chest, sprint, stop, hyper, spoilershint, noninteract"
438,decent varieti weapon feel fair mix enemi use look like movement motion part stand one spot shoot everyth come switch weapon allow get close constantli ammo everyth pistol,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
439,quit low qualiti better lot wave shooter,33,"secret, twilight, websit, steadi, requir, ui, redirect, flipper, ven, gb"
440,fun experi first time vr player somewhat close robo recal rift definit got quit bit go overal one better game test viveport far,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
441,wave shooter gun physic graphic gameplay,1,"exper, spectacular, solitair, straight, wipe, minigolf, trooper, spin, french, school"
442,buggi broken unenjoy experi fall ground fail start first time play extrem long load time fail make gameplay manag get first level youll met unintuit control right trackpad teleport left trackpad move anoth corner imaginari box even bother implement left trackpad use read moremenu button reload hold menu button inventori likewis neither grip button anyth actual exit halfway first level right review even subscript cant suggest tri im actual go tri contact support get taken free anoth space month,36,"bear, disc, straightforward, saturn, janu, eu, nostalg, subscribt, dirti, extraordinari"
443,good control uniqu way experi vr warn dark,25,"supris, hurri, branch, novic, soak, anyon, mustplay, alsread, biggest, violenc"
444,first coupl puzzl thought shallow rubbish got better better thought end gettng start twist turn control bit clunki redo puzzl get bit annoy overlook pretti deep mani differ end plot twist,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
445,realli well design artist also goe fast charm sadist everybodi experi polish need tough stomach,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
446,great im excit viveport infin thank,12,"wwii, bland, audica, pirat, introductori, fan, wonder, oper, dare, viewer"
447,great fun play realli suggest let someon faint heart kid play gore girl die fail puzzl puzzl get realli hard quickli doesnt forgiv mistak atleast skip death scene restart level die doesnt end first credit kind tutori need let roll thread more real start right,46,"ingam, complaint, avoid, proport, sprite, distant, ma, respons, count, shown"
448,sick,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
449,imagin saw movi imagin bound wheelchair cant talk person room year old girl cant understand way commun laser top head activ remot hand nod head ye solv puzzl game like light cut rope train maze die horribl death puzzl rang simpl challeng particular progress read moreord feel like made gear vr oculu go dof headset use head button though wiggl hand lock seat posit chair part work fine wear especi third round board play coupl time realli wish option use laser pointer littl remot look board put kink neck sinc multipl end kind hard tell actual stori even begin like intro puzzl style made feel like minut want end play sever puzzl room love concept fear induc death coupl thing put katia anim seem slow clunki remind old video charact speed realli drag board longer forc head point realli wore especi sinc laser time hold object activ item realli evid board want click move speed along thought board neat want differ end realli came hate,20,"powerbeat, firstperson, watch, nope, satur, memor, invit, choos, puzzler, wonderful"
450,star want watch girl get mutil star otherwis puzzl pretti good interfac plod stuck wheelchair laser pointer head tell girl say hour content multipl end play hour credit roll need replay perfect see everyth im wade puzzl ponder interfac,16,"tradit, neutral, slurpi, women, trash, sfx, way, nail, creation, surfac"
451,like idea need audio subtitl least,48,"thatd, english, muffl, moreoth, wonderful, son, man, beuti, shread, playstat"
452,go room room tri solv puzzl game els girl die pain death easi found puzzl hard gave half way see girl die time idea fun,3,"shooti, partak, viread, acceler, brother, noth, gaug, soud, mor, blue"
